user_id,region,timestamp,source,raw_text,skill_tags,engagement
U0011,Lucknow,2024-02-11T00:00:00,forum,"Worked on projects involving Time Series, Computer Vision, Data Science, Python.",Time Series;Computer Vision;Data Science;Python,9
U0011,Mumbai,2025-04-27T00:00:00,innovation_lab,"Worked on projects involving Machine Learning, Robotics, Web Development, AI.",Machine Learning;Robotics;Web Development;AI,32
U0011,Pune,2024-12-02T00:00:00,innovation_lab,"Worked on projects involving IoT, Python, Time Series, Machine Learning.",IoT;Python;Time Series;Machine Learning,73
U0012,Kolkata,2024-05-02T00:00:00,gig,"Worked on projects involving Cloud, Web Development, Robotics.",Cloud;Web Development;Robotics,51
U0012,Chennai,2024-08-22T00:00:00,gig,"Worked on projects involving Robotics, Time Series.",Robotics;Time Series,97
U0012,Patna,2024-10-15T00:00:00,github,"Worked on projects involving Python, NLP.",Python;NLP,10
U0012,Kolkata,2025-03-27T00:00:00,github,"Worked on projects involving Web Development, Computer Vision, Cloud, Data Science.",Web Development;Computer Vision;Cloud;Data Science,32
U0012,Lucknow,2024-12-26T00:00:00,gig,"Worked on projects involving Cloud, Data Science, NLP.",Cloud;Data Science;NLP,79
U0012,Chennai,2025-04-22T00:00:00,github,"Worked on projects involving Computer Vision, Python, Robotics, Time Series.",Computer Vision;Python;Robotics;Time Series,18
U0013,Lucknow,2024-03-20T00:00:00,gig,"Worked on projects involving Machine Learning, Statistics.",Machine Learning;Statistics,37
U0013,Chennai,2024-09-15T00:00:00,learning,"Worked on projects involving Web Development, Statistics, SQL, Time Series.",Web Development;Statistics;SQL;Time Series,33
U0013,Pune,2025-02-28T00:00:00,gig,"Worked on projects involving Machine Learning, Robotics.",Machine Learning;Robotics,6
U0013,Bengaluru,2024-11-22T00:00:00,gig,"Worked on projects involving SQL, Linear Algebra.",SQL;Linear Algebra,21
U0014,Mumbai,2024-02-08T00:00:00,forum,"Worked on projects involving Statistics, AI, Computer Vision, Python.",Statistics;AI;Computer Vision;Python,70
U0014,Patna,2024-10-09T00:00:00,forum,"Worked on projects involving Time Series, SQL.",Time Series;SQL,56
U0014,Kolkata,2025-04-05T00:00:00,github,"Worked on projects involving Python, Cloud.",Python;Cloud,46
U0014,Mumbai,2024-06-30T00:00:00,innovation_lab,"Worked on projects involving Robotics, Web Development.",Robotics;Web Development,53
U0014,Bengaluru,2025-03-27T00:00:00,learning,"Worked on projects involving Statistics, Data Science, Web Development, Linear Algebra.",Statistics;Data Science;Web Development;Linear Algebra,4
U0015,Hyderabad,2024-05-16T00:00:00,forum,"Worked on projects involving SQL, Linear Algebra, AI, Robotics.",SQL;Linear Algebra;AI;Robotics,90
U0015,Jaipur,2024-04-23T00:00:00,forum,"Worked on projects involving AI, Python.",AI;Python,59
U0015,Hyderabad,2024-01-13T00:00:00,forum,"Worked on projects involving Cloud, Linear Algebra, Web Development.",Cloud;Linear Algebra;Web Development,52
U0016,Kolkata,2024-11-24T00:00:00,innovation_lab,"Worked on projects involving Time Series, Machine Learning, Cloud.",Time Series;Machine Learning;Cloud,52
U0016,Mumbai,2025-03-25T00:00:00,gig,"Worked on projects involving Time Series, Computer Vision, SQL, Python.",Time Series;Computer Vision;SQL;Python,23
U0016,Pune,2024-06-25T00:00:00,gig,"Worked on projects involving Cloud, Python, Machine Learning, IoT.",Cloud;Python;Machine Learning;IoT,56
U0016,Hyderabad,2024-05-10T00:00:00,github,"Worked on projects involving Computer Vision, Machine Learning, AI, IoT.",Computer Vision;Machine Learning;AI;IoT,91
U0017,Lucknow,2024-12-17T00:00:00,forum,"Worked on projects involving Computer Vision, Linear Algebra.",Computer Vision;Linear Algebra,47
U0017,Patna,2024-06-09T00:00:00,github,"Worked on projects involving Machine Learning, Robotics, SQL.",Machine Learning;Robotics;SQL,93
U0017,Pune,2024-06-16T00:00:00,learning,"Worked on projects involving Computer Vision, Cloud, Robotics.",Computer Vision;Cloud;Robotics,90
U0017,Pune,2024-12-06T00:00:00,learning,"Worked on projects involving Computer Vision, Data Science, Web Development.",Computer Vision;Data Science;Web Development,87
U0017,Pune,2024-10-07T00:00:00,github,"Worked on projects involving Data Science, IoT, Linear Algebra, Cloud.",Data Science;IoT;Linear Algebra;Cloud,39
U0018,Patna,2024-11-06T00:00:00,gig,"Worked on projects involving AI, Linear Algebra.",AI;Linear Algebra,60
U0018,Lucknow,2024-08-30T00:00:00,forum,"Worked on projects involving NLP, Robotics, Web Development.",NLP;Robotics;Web Development,85
U0018,Patna,2024-06-20T00:00:00,github,"Worked on projects involving Cloud, Computer Vision.",Cloud;Computer Vision,97
U0018,Hyderabad,2025-02-16T00:00:00,forum,"Worked on projects involving Robotics, Cloud.",Robotics;Cloud,19
U0019,Patna,2025-03-11T00:00:00,github,"Worked on projects involving Web Development, NLP.",Web Development;NLP,59
U0019,Pune,2024-09-10T00:00:00,learning,"Worked on projects involving Robotics, IoT, Web Development.",Robotics;IoT;Web Development,32
U0020,Hyderabad,2024-03-31T00:00:00,innovation_lab,"Worked on projects involving Statistics, Python, Machine Learning, AI.",Statistics;Python;Machine Learning;AI,60
U0020,Mumbai,2024-08-21T00:00:00,forum,"Worked on projects involving Computer Vision, Web Development.",Computer Vision;Web Development,60
U0020,Jaipur,2024-11-09T00:00:00,innovation_lab,"Worked on projects involving Computer Vision, Time Series, IoT, SQL.",Computer Vision;Time Series;IoT;SQL,55
U0021,Jaipur,2024-05-12T00:00:00,forum,"Worked on projects involving Data Science, Statistics, NLP.",Data Science;Statistics;NLP,82
U0021,Jaipur,2024-11-16T00:00:00,forum,"Worked on projects involving Linear Algebra, Time Series, Computer Vision.",Linear Algebra;Time Series;Computer Vision,36
U0021,Hyderabad,2024-05-19T00:00:00,gig,"Worked on projects involving Machine Learning, Statistics, Cloud.",Machine Learning;Statistics;Cloud,41
U0021,Pune,2024-12-21T00:00:00,forum,"Worked on projects involving Machine Learning, Data Science, Linear Algebra, Web Development.",Machine Learning;Data Science;Linear Algebra;Web Development,91
U0021,Pune,2024-06-18T00:00:00,innovation_lab,"Worked on projects involving Machine Learning, AI.",Machine Learning;AI,60
U0021,Pune,2025-04-08T00:00:00,innovation_lab,"Worked on projects involving Python, Web Development, AI.",Python;Web Development;AI,90
U0022,Chennai,2025-01-20T00:00:00,learning,"Worked on projects involving AI, NLP, Python, SQL.",AI;NLP;Python;SQL,54
U0022,Hyderabad,2024-09-06T00:00:00,forum,"Worked on projects involving Statistics, Time Series, Computer Vision, IoT.",Statistics;Time Series;Computer Vision;IoT,35
U0023,Pune,2025-01-05T00:00:00,forum,"Worked on projects involving Python, AI, SQL.",Python;AI;SQL,60
U0023,Delhi,2025-04-09T00:00:00,learning,"Worked on projects involving IoT, Computer Vision.",IoT;Computer Vision,76
U0023,Pune,2024-03-10T00:00:00,learning,"Worked on projects involving Robotics, Python, Machine Learning, Time Series.",Robotics;Python;Machine Learning;Time Series,24
U0023,Kolkata,2024-04-18T00:00:00,learning,"Worked on projects involving Cloud, AI.",Cloud;AI,42
U0023,Pune,2024-05-09T00:00:00,github,"Worked on projects involving Linear Algebra, AI, Cloud.",Linear Algebra;AI;Cloud,61
U0024,Mumbai,2025-02-03T00:00:00,github,"Worked on projects involving Computer Vision, Python, SQL, Web Development.",Computer Vision;Python;SQL;Web Development,97
U0024,Delhi,2024-11-14T00:00:00,forum,"Worked on projects involving Web Development, Time Series.",Web Development;Time Series,31
U0025,Hyderabad,2024-08-26T00:00:00,gig,"Worked on projects involving Robotics, Machine Learning, IoT.",Robotics;Machine Learning;IoT,99
U0025,Mumbai,2025-02-02T00:00:00,forum,"Worked on projects involving Data Science, IoT, Linear Algebra.",Data Science;IoT;Linear Algebra,40
U0025,Chennai,2024-10-21T00:00:00,learning,"Worked on projects involving IoT, Python.",IoT;Python,51
U0026,Hyderabad,2024-02-22T00:00:00,gig,"Worked on projects involving IoT, Statistics.",IoT;Statistics,88
U0026,Kolkata,2024-09-29T00:00:00,learning,"Worked on projects involving Linear Algebra, Machine Learning, IoT, Python.",Linear Algebra;Machine Learning;IoT;Python,85
U0026,Kolkata,2024-01-07T00:00:00,learning,"Worked on projects involving Machine Learning, Computer Vision, Robotics.",Machine Learning;Computer Vision;Robotics,63
U0027,Bengaluru,2024-08-10T00:00:00,forum,"Worked on projects involving SQL, Robotics, NLP.",SQL;Robotics;NLP,94
U0027,Jaipur,2024-08-26T00:00:00,learning,"Worked on projects involving Robotics, Cloud, IoT, Computer Vision.",Robotics;Cloud;IoT;Computer Vision,94
U0028,Chennai,2025-03-27T00:00:00,learning,"Worked on projects involving SQL, Web Development, Machine Learning.",SQL;Web Development;Machine Learning,32
U0028,Pune,2024-06-21T00:00:00,github,"Worked on projects involving IoT, Time Series, Robotics.",IoT;Time Series;Robotics,64
U0028,Kolkata,2025-02-12T00:00:00,gig,"Worked on projects involving Data Science, NLP, Web Development.",Data Science;NLP;Web Development,44
U0028,Lucknow,2024-01-06T00:00:00,innovation_lab,"Worked on projects involving IoT, Statistics, Cloud.",IoT;Statistics;Cloud,25
U0028,Pune,2024-09-07T00:00:00,innovation_lab,"Worked on projects involving Web Development, Statistics.",Web Development;Statistics,98
U0028,Jaipur,2024-08-17T00:00:00,github,"Worked on projects involving Statistics, NLP.",Statistics;NLP,12
U0029,Hyderabad,2024-06-05T00:00:00,innovation_lab,"Worked on projects involving AI, Statistics.",AI;Statistics,48
U0029,Pune,2025-01-16T00:00:00,innovation_lab,"Worked on projects involving Computer Vision, Time Series, SQL.",Computer Vision;Time Series;SQL,43
U0029,Chennai,2024-05-08T00:00:00,forum,"Worked on projects involving Statistics, NLP, Cloud.",Statistics;NLP;Cloud,16
U0029,Bengaluru,2024-04-08T00:00:00,forum,"Worked on projects involving Web Development, SQL, Machine Learning, Computer Vision.",Web Development;SQL;Machine Learning;Computer Vision,95
U0030,Patna,2024-05-24T00:00:00,github,"Worked on projects involving Statistics, IoT, Computer Vision.",Statistics;IoT;Computer Vision,25
U0030,Chennai,2024-01-08T00:00:00,innovation_lab,"Worked on projects involving Web Development, SQL, Data Science.",Web Development;SQL;Data Science,17
U0030,Chennai,2024-12-23T00:00:00,forum,"Worked on projects involving Python, Time Series, Computer Vision.",Python;Time Series;Computer Vision,82
U0030,Chennai,2024-08-28T00:00:00,learning,"Worked on projects involving Machine Learning, Python, IoT.",Machine Learning;Python;IoT,57
U0030,Jaipur,2024-02-28T00:00:00,github,"Worked on projects involving Data Science, Python, Cloud.",Data Science;Python;Cloud,52
U0031,Delhi,2024-03-18T00:00:00,forum,"Worked on projects involving IoT, Robotics.",IoT;Robotics,73
U0031,Lucknow,2025-01-26T00:00:00,learning,"Worked on projects involving Machine Learning, Web Development, Time Series.",Machine Learning;Web Development;Time Series,78
U0031,Pune,2024-08-18T00:00:00,learning,"Worked on projects involving Linear Algebra, IoT, Web Development, Computer Vision.",Linear Algebra;IoT;Web Development;Computer Vision,39
U0031,Delhi,2024-11-08T00:00:00,github,"Worked on projects involving AI, Cloud, IoT, Statistics.",AI;Cloud;IoT;Statistics,98
U0031,Chennai,2024-12-04T00:00:00,github,"Worked on projects involving Robotics, Web Development.",Robotics;Web Development,21
U0032,Bengaluru,2024-01-02T00:00:00,learning,"Worked on projects involving Computer Vision, Machine Learning.",Computer Vision;Machine Learning,58
U0032,Hyderabad,2024-05-27T00:00:00,gig,"Worked on projects involving IoT, NLP, Cloud, Python.",IoT;NLP;Cloud;Python,90
U0032,Chennai,2025-02-07T00:00:00,innovation_lab,"Worked on projects involving Machine Learning, Robotics, Web Development.",Machine Learning;Robotics;Web Development,85
U0033,Bengaluru,2025-04-10T00:00:00,gig,"Worked on projects involving Machine Learning, Computer Vision, Web Development.",Machine Learning;Computer Vision;Web Development,19
U0033,Chennai,2024-10-31T00:00:00,innovation_lab,"Worked on projects involving Python, Data Science.",Python;Data Science,37
U0033,Chennai,2024-12-24T00:00:00,learning,"Worked on projects involving Machine Learning, NLP, Statistics.",Machine Learning;NLP;Statistics,35
U0034,Delhi,2025-03-31T00:00:00,learning,"Worked on projects involving NLP, Time Series, Machine Learning, IoT.",NLP;Time Series;Machine Learning;IoT,95
U0034,Mumbai,2024-04-27T00:00:00,innovation_lab,"Worked on projects involving IoT, Cloud, Python.",IoT;Cloud;Python,76
U0034,Chennai,2024-10-22T00:00:00,github,"Worked on projects involving Linear Algebra, Robotics.",Linear Algebra;Robotics,98
U0034,Jaipur,2025-04-14T00:00:00,gig,"Worked on projects involving NLP, Computer Vision.",NLP;Computer Vision,24
U0034,Jaipur,2024-06-27T00:00:00,learning,"Worked on projects involving AI, Robotics, NLP, Machine Learning.",AI;Robotics;NLP;Machine Learning,43
U0034,Kolkata,2024-07-29T00:00:00,learning,"Worked on projects involving Robotics, Machine Learning, Data Science.",Robotics;Machine Learning;Data Science,37
U0035,Chennai,2024-06-14T00:00:00,github,"Worked on projects involving Python, NLP, Machine Learning, SQL.",Python;NLP;Machine Learning;SQL,99
U0035,Lucknow,2024-08-24T00:00:00,learning,"Worked on projects involving Time Series, Computer Vision, Python.",Time Series;Computer Vision;Python,7
U0035,Patna,2025-01-22T00:00:00,learning,"Worked on projects involving Computer Vision, SQL.",Computer Vision;SQL,81
U0035,Chennai,2024-10-08T00:00:00,forum,"Worked on projects involving Linear Algebra, Python, Web Development.",Linear Algebra;Python;Web Development,37
U0035,Delhi,2025-05-13T00:00:00,innovation_lab,"Worked on projects involving Statistics, NLP, Machine Learning.",Statistics;NLP;Machine Learning,31
U0036,Pune,2024-02-17T00:00:00,forum,"Worked on projects involving Computer Vision, Python, Time Series.",Computer Vision;Python;Time Series,15
U0036,Jaipur,2025-04-22T00:00:00,gig,"Worked on projects involving Machine Learning, Robotics, Data Science.",Machine Learning;Robotics;Data Science,66
U0036,Hyderabad,2024-08-21T00:00:00,innovation_lab,"Worked on projects involving Cloud, AI, NLP, Statistics.",Cloud;AI;NLP;Statistics,19
U0037,Bengaluru,2025-03-18T00:00:00,github,"Worked on projects involving IoT, Computer Vision.",IoT;Computer Vision,36
U0037,Chennai,2025-02-24T00:00:00,github,"Worked on projects involving SQL, Linear Algebra, Computer Vision.",SQL;Linear Algebra;Computer Vision,37
U0037,Jaipur,2025-03-19T00:00:00,forum,"Worked on projects involving Cloud, IoT, Linear Algebra, Robotics.",Cloud;IoT;Linear Algebra;Robotics,58
U0037,Lucknow,2024-07-12T00:00:00,learning,"Worked on projects involving NLP, SQL, Linear Algebra, Computer Vision.",NLP;SQL;Linear Algebra;Computer Vision,42
U0037,Patna,2024-07-15T00:00:00,forum,"Worked on projects involving Statistics, Web Development.",Statistics;Web Development,100
U0038,Jaipur,2024-12-27T00:00:00,learning,"Worked on projects involving SQL, Statistics.",SQL;Statistics,50
U0038,Delhi,2024-03-05T00:00:00,innovation_lab,"Worked on projects involving Linear Algebra, Robotics, Data Science, NLP.",Linear Algebra;Robotics;Data Science;NLP,76
U0038,Mumbai,2024-09-26T00:00:00,learning,"Worked on projects involving Time Series, Machine Learning, NLP.",Time Series;Machine Learning;NLP,2
U0038,Mumbai,2024-08-28T00:00:00,gig,"Worked on projects involving Data Science, AI, Robotics, Time Series.",Data Science;AI;Robotics;Time Series,44
U0038,Kolkata,2025-03-12T00:00:00,innovation_lab,"Worked on projects involving Statistics, AI, Robotics, Machine Learning.",Statistics;AI;Robotics;Machine Learning,49
U0039,Delhi,2024-11-12T00:00:00,github,"Worked on projects involving Statistics, Linear Algebra, NLP, Computer Vision.",Statistics;Linear Algebra;NLP;Computer Vision,31
U0039,Pune,2025-05-15T00:00:00,github,"Worked on projects involving Robotics, Cloud, Web Development, Machine Learning.",Robotics;Cloud;Web Development;Machine Learning,98
U0039,Chennai,2025-04-07T00:00:00,github,"Worked on projects involving Statistics, Machine Learning, NLP, Data Science.",Statistics;Machine Learning;NLP;Data Science,6
U0039,Kolkata,2024-07-10T00:00:00,learning,"Worked on projects involving Linear Algebra, Python, Cloud.",Linear Algebra;Python;Cloud,19
U0040,Bengaluru,2024-03-30T00:00:00,github,"Worked on projects involving AI, IoT, Robotics, Data Science.",AI;IoT;Robotics;Data Science,79
U0040,Jaipur,2025-04-12T00:00:00,innovation_lab,"Worked on projects involving IoT, Robotics, Web Development.",IoT;Robotics;Web Development,19
U0040,Chennai,2024-08-23T00:00:00,gig,"Worked on projects involving NLP, Robotics.",NLP;Robotics,86
U0041,Bengaluru,2024-02-07T00:00:00,learning,"Worked on projects involving Cloud, Robotics, Computer Vision.",Cloud;Robotics;Computer Vision,45
U0041,Jaipur,2025-03-08T00:00:00,gig,"Worked on projects involving Cloud, Robotics, AI, Time Series.",Cloud;Robotics;AI;Time Series,26
U0042,Patna,2024-07-02T00:00:00,innovation_lab,"Worked on projects involving Machine Learning, Web Development, AI.",Machine Learning;Web Development;AI,38
U0042,Chennai,2024-01-05T00:00:00,innovation_lab,"Worked on projects involving Cloud, Python, Robotics, AI.",Cloud;Python;Robotics;AI,88
U0042,Chennai,2025-02-01T00:00:00,forum,"Worked on projects involving Python, IoT, Statistics, NLP.",Python;IoT;Statistics;NLP,78
U0042,Patna,2024-05-08T00:00:00,forum,"Worked on projects involving Web Development, Robotics, Time Series.",Web Development;Robotics;Time Series,81
U0042,Delhi,2024-06-07T00:00:00,learning,"Worked on projects involving Robotics, Time Series.",Robotics;Time Series,5
U0043,Chennai,2024-06-16T00:00:00,learning,"Worked on projects involving Statistics, Data Science, Machine Learning.",Statistics;Data Science;Machine Learning,23
U0043,Lucknow,2025-03-24T00:00:00,gig,"Worked on projects involving Data Science, Linear Algebra.",Data Science;Linear Algebra,68
U0043,Chennai,2025-01-17T00:00:00,gig,"Worked on projects involving Cloud, Data Science, Time Series, NLP.",Cloud;Data Science;Time Series;NLP,15
U0043,Pune,2025-05-10T00:00:00,innovation_lab,"Worked on projects involving Machine Learning, Data Science, Web Development.",Machine Learning;Data Science;Web Development,47
U0043,Delhi,2024-05-15T00:00:00,innovation_lab,"Worked on projects involving Linear Algebra, AI.",Linear Algebra;AI,16
U0043,Chennai,2024-10-26T00:00:00,learning,"Worked on projects involving SQL, Robotics, Statistics.",SQL;Robotics;Statistics,82
U0044,Jaipur,2024-01-13T00:00:00,innovation_lab,"Worked on projects involving Robotics, Web Development.",Robotics;Web Development,72
U0044,Mumbai,2024-11-21T00:00:00,learning,"Worked on projects involving IoT, Web Development, Robotics.",IoT;Web Development;Robotics,90
U0044,Bengaluru,2024-01-24T00:00:00,github,"Worked on projects involving Robotics, AI, Machine Learning.",Robotics;AI;Machine Learning,39
U0044,Lucknow,2024-03-10T00:00:00,learning,"Worked on projects involving Machine Learning, Time Series, Web Development.",Machine Learning;Time Series;Web Development,59
U0045,Patna,2025-01-15T00:00:00,forum,"Worked on projects involving Statistics, Time Series, Computer Vision, AI.",Statistics;Time Series;Computer Vision;AI,54
U0045,Chennai,2024-01-17T00:00:00,gig,"Worked on projects involving Machine Learning, NLP, IoT, AI.",Machine Learning;NLP;IoT;AI,28
U0045,Mumbai,2024-12-17T00:00:00,gig,"Worked on projects involving NLP, Web Development, SQL.",NLP;Web Development;SQL,70
U0045,Hyderabad,2025-05-10T00:00:00,github,"Worked on projects involving SQL, Python, AI, Cloud.",SQL;Python;AI;Cloud,59
U0046,Delhi,2024-01-26T00:00:00,gig,"Worked on projects involving Web Development, Robotics, Linear Algebra, IoT.",Web Development;Robotics;Linear Algebra;IoT,32
U0046,Hyderabad,2024-02-05T00:00:00,innovation_lab,"Worked on projects involving Linear Algebra, IoT.",Linear Algebra;IoT,27
U0047,Kolkata,2025-01-31T00:00:00,forum,"Worked on projects involving Time Series, Web Development.",Time Series;Web Development,77
U0047,Bengaluru,2024-10-03T00:00:00,gig,"Worked on projects involving Cloud, Data Science.",Cloud;Data Science,23
U0047,Bengaluru,2024-01-08T00:00:00,gig,"Worked on projects involving Robotics, Python.",Robotics;Python,31
U0047,Delhi,2024-03-05T00:00:00,learning,"Worked on projects involving SQL, Python, Data Science, Cloud.",SQL;Python;Data Science;Cloud,68
U0047,Jaipur,2024-08-17T00:00:00,gig,"Worked on projects involving Statistics, Machine Learning.",Statistics;Machine Learning,66
U0047,Patna,2024-01-23T00:00:00,innovation_lab,"Worked on projects involving Machine Learning, NLP, Computer Vision, Web Development.",Machine Learning;NLP;Computer Vision;Web Development,39
U0048,Pune,2024-12-17T00:00:00,github,"Worked on projects involving Python, Time Series, NLP, AI.",Python;Time Series;NLP;AI,63
U0048,Patna,2024-03-16T00:00:00,github,"Worked on projects involving NLP, Machine Learning, Linear Algebra, SQL.",NLP;Machine Learning;Linear Algebra;SQL,17
U0048,Lucknow,2024-12-30T00:00:00,gig,"Worked on projects involving IoT, Robotics, Time Series.",IoT;Robotics;Time Series,49
U0048,Patna,2024-08-08T00:00:00,github,"Worked on projects involving Computer Vision, Cloud, NLP, Time Series.",Computer Vision;Cloud;NLP;Time Series,90
U0048,Lucknow,2025-01-04T00:00:00,forum,"Worked on projects involving Time Series, Robotics.",Time Series;Robotics,56
U0049,Jaipur,2024-07-23T00:00:00,learning,"Worked on projects involving AI, SQL.",AI;SQL,94
U0049,Kolkata,2024-12-06T00:00:00,gig,"Worked on projects involving SQL, AI.",SQL;AI,48
U0049,Mumbai,2024-02-16T00:00:00,github,"Worked on projects involving Robotics, NLP.",Robotics;NLP,12
U0049,Kolkata,2025-02-19T00:00:00,forum,"Worked on projects involving Machine Learning, Statistics, Linear Algebra.",Machine Learning;Statistics;Linear Algebra,72
U0049,Lucknow,2024-06-17T00:00:00,github,"Worked on projects involving IoT, Computer Vision.",IoT;Computer Vision,53
U0050,Chennai,2024-11-03T00:00:00,gig,"Worked on projects involving Linear Algebra, AI, Statistics, Python.",Linear Algebra;AI;Statistics;Python,46
U0050,Hyderabad,2024-03-20T00:00:00,learning,"Worked on projects involving IoT, Computer Vision.",IoT;Computer Vision,29
U0050,Kolkata,2024-02-28T00:00:00,gig,"Worked on projects involving SQL, Computer Vision.",SQL;Computer Vision,74
